Deal_ID,Month,Interest,Principal,Total_Debt_Service,Outstanding_Balance,Is_IO_Period
HRE-2024-101,2025-08-01,52290.0,0.0,52290.0,8300000.0,True
HRE-2024-101,2025-09-01,52290.0,0.0,52290.0,8300000.0,True
HRE-2024-101,2025-10-01,52290.0,0.0,52290.0,8300000.0,True
HRE-2024-101,2025-11-01,52290.0,9370.56,61660.56,8290629.44,False
HRE-2024-101,2025-12-01,52230.97,9429.59,61660.56,8281199.85,False
HRE-2024-101,2026-01-01,52171.56,9489.0,61660.56,8271710.85,False
HRE-2024-101,2026-02-01,52111.78,9548.78,61660.56,8262162.07,False
HRE-2024-101,2026-03-01,52051.62,9608.94,61660.56,8252553.13,False
HRE-2024-101,2026-04-01,51991.08,9669.48,61660.56,8242883.65,False
HRE-2024-101,2026-05-01,51930.17,9730.39,61660.56,8233153.26,False
HRE-2024-101,2026-06-01,51868.87,9791.69,61660.56,8223361.57,False
HRE-2024-101,2026-07-01,51807.18,9853.38,61660.56,8213508.19,False
HRE-2024-101,2026-08-01,51745.1,9915.46,61660.56,8203592.73,False
HRE-2024-101,2026-09-01,51682.63,9977.93,61660.56,8193614.8,False
HRE-2024-101,2026-10-01,51619.77,10040.79,61660.56,8183574.01,False
HRE-2024-101,2026-11-01,51556.52,10104.04,61660.56,8173469.97,False
HRE-2024-101,2026-12-01,51492.86,10167.7,61660.56,8163302.27,False
HRE-2024-101,2027-01-01,51428.8,10231.76,61660.56,8153070.51,False
HRE-2024-101,2027-02-01,51364.34,10296.22,61660.56,8142774.29,False
HRE-2024-101,2027-03-01,51299.48,10361.08,61660.56,8132413.21,False
HRE-2024-101,2027-04-01,51234.2,10426.36,61660.56,8121986.85,False
HRE-2024-101,2027-05-01,51168.52,10492.04,61660.56,8111494.81,False
HRE-2024-101,2027-06-01,51102.42,10558.14,61660.56,8100936.67,False
HRE-2024-101,2027-07-01,51035.9,10624.66,61660.56,8090312.01,False
HRE-2024-101,2027-08-01,50968.97,10691.59,61660.56,8079620.42,False
HRE-2024-101,2027-09-01,50901.61,10758.95,61660.56,8068861.47,False
HRE-2024-101,2027-10-01,50833.83,10826.73,61660.56,8058034.74,False
HRE-2024-101,2027-11-01,50765.62,10894.94,61660.56,8047139.8,False
HRE-2024-101,2027-12-01,50696.98,10963.58,61660.56,8036176.22,False
HRE-2024-101,2028-01-01,50627.91,11032.65,61660.56,8025143.57,False
HRE-2024-101,2028-02-01,50558.4,11102.16,61660.56,8014041.41,False
HRE-2024-101,2028-03-01,50488.46,11172.1,61660.56,8002869.31,False
HRE-2024-101,2028-04-01,50418.08,11242.48,61660.56,7991626.83,False
HRE-2024-101,2028-05-01,50347.25,11313.31,61660.56,7980313.52,False
HRE-2024-101,2028-06-01,50275.98,11384.58,61660.56,7968928.94,False
HRE-2024-101,2028-07-01,50204.25,11456.31,61660.56,7957472.63,False
HRE-2024-101,2028-08-01,50132.08,11528.48,61660.56,7945944.15,False
HRE-2024-101,2028-09-01,50059.45,11601.11,61660.56,7934343.04,False
HRE-2024-101,2028-10-01,49986.36,11674.2,61660.56,7922668.84,False
HRE-2024-101,2028-11-01,49912.81,11747.75,61660.56,7910921.09,False
HRE-2024-101,2028-12-01,49838.8,11821.76,61660.56,7899099.33,False
HRE-2024-101,2029-01-01,49764.33,11896.23,61660.56,7887203.1,False
HRE-2024-101,2029-02-01,49689.38,11971.18,61660.56,7875231.92,False
HRE-2024-101,2029-03-01,49613.96,12046.6,61660.56,7863185.32,False
HRE-2024-101,2029-04-01,49538.07,12122.49,61660.56,7851062.83,False
HRE-2024-101,2029-05-01,49461.7,12198.86,61660.56,7838863.97,False
HRE-2024-102,2024-05-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-06-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-07-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-08-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-09-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-10-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-11-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2024-12-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-01-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-02-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-03-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-04-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-05-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-06-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-07-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-08-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-09-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-10-01,359627.33,0.0,359627.33,49490000.0,True
HRE-2024-102,2025-11-01,359627.33,46243.32,405870.65,49443756.68,False
HRE-2024-102,2025-12-01,359291.3,46579.35,405870.65,49397177.33,False
HRE-2024-102,2026-01-01,358952.82,46917.83,405870.65,49350259.5,False
HRE-2024-102,2026-02-01,358611.89,47258.76,405870.65,49303000.74,False
HRE-2024-102,2026-03-01,358268.47,47602.18,405870.65,49255398.56,False
HRE-2024-102,2026-04-01,357922.56,47948.09,405870.65,49207450.47,False
HRE-2024-102,2026-05-01,357574.14,48296.51,405870.65,49159153.96,False
HRE-2024-102,2026-06-01,357223.19,48647.46,405870.65,49110506.5,False
HRE-2024-102,2026-07-01,356869.68,49000.97,405870.65,49061505.53,False
HRE-2024-102,2026-08-01,356513.61,49357.04,405870.65,49012148.49,False
HRE-2024-102,2026-09-01,356154.95,49715.7,405870.65,48962432.79,False
HRE-2024-102,2026-10-01,355793.68,50076.97,405870.65,48912355.82,False
HRE-2024-102,2026-11-01,355429.79,50440.86,405870.65,48861914.96,False
HRE-2024-102,2026-12-01,355063.25,50807.4,405870.65,48811107.56,False
HRE-2024-102,2027-01-01,354694.05,51176.6,405870.65,48759930.96,False
HRE-2024-102,2027-02-01,354322.16,51548.49,405870.65,48708382.47,False
HRE-2024-102,2027-03-01,353947.58,51923.07,405870.65,48656459.4,False
HRE-2024-102,2027-04-01,353570.27,52300.38,405870.65,48604159.02,False
HRE-2024-102,2027-05-01,353190.22,52680.43,405870.65,48551478.59,False
HRE-2024-102,2027-06-01,352807.41,53063.24,405870.65,48498415.35,False
HRE-2024-102,2027-07-01,352421.82,53448.83,405870.65,48444966.52,False
HRE-2024-102,2027-08-01,352033.42,53837.23,405870.65,48391129.29,False
HRE-2024-102,2027-09-01,351642.21,54228.44,405870.65,48336900.85,False
HRE-2024-103,2024-05-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-06-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-07-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-08-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-09-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-10-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-11-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2024-12-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-01-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-02-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-03-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-04-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-05-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-06-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-07-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-08-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-09-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-10-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-11-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2025-12-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2026-01-01,83940.83,0.0,83940.83,13150000.0,True
HRE-2024-103,2026-02-01,83940.83,14609.19,98550.02,13135390.81,False
HRE-2024-103,2026-03-01,83847.58,14702.44,98550.02,13120688.37,False
HRE-2024-103,2026-04-01,83753.73,14796.29,98550.02,13105892.08,False
HRE-2024-103,2026-05-01,83659.28,14890.74,98550.02,13091001.34,False
HRE-2024-103,2026-06-01,83564.23,14985.79,98550.02,13076015.55,False
HRE-2024-103,2026-07-01,83468.57,15081.45,98550.02,13060934.1,False
HRE-2024-103,2026-08-01,83372.3,15177.72,98550.02,13045756.38,False
HRE-2024-103,2026-09-01,83275.41,15274.61,98550.02,13030481.77,False
HRE-2024-103,2026-10-01,83177.91,15372.11,98550.02,13015109.66,False
HRE-2024-103,2026-11-01,83079.78,15470.24,98550.02,12999639.42,False
HRE-2024-103,2026-12-01,82981.03,15568.99,98550.02,12984070.43,False
HRE-2024-103,2027-01-01,82881.65,15668.37,98550.02,12968402.06,False
HRE-2024-103,2027-02-01,82781.63,15768.39,98550.02,12952633.67,False
HRE-2024-103,2027-03-01,82680.98,15869.04,98550.02,12936764.63,False
HRE-2024-103,2027-04-01,82579.68,15970.34,98550.02,12920794.29,False
HRE-2024-103,2027-05-01,82477.74,16072.28,98550.02,12904722.01,False
HRE-2024-103,2027-06-01,82375.14,16174.88,98550.02,12888547.13,False
HRE-2024-103,2027-07-01,82271.89,16278.13,98550.02,12872269.0,False
HRE-2024-103,2027-08-01,82167.98,16382.04,98550.02,12855886.96,False
HRE-2024-103,2027-09-01,82063.41,16486.61,98550.02,12839400.35,False
HRE-2024-103,2027-10-01,81958.17,16591.85,98550.02,12822808.5,False
HRE-2024-103,2027-11-01,81852.26,16697.76,98550.02,12806110.74,False
HRE-2024-103,2027-12-01,81745.67,16804.35,98550.02,12789306.39,False
HRE-2024-103,2028-01-01,81638.41,16911.61,98550.02,12772394.78,False
HRE-2024-103,2028-02-01,81530.45,17019.57,98550.02,12755375.21,False
HRE-2024-103,2028-03-01,81421.81,17128.21,98550.02,12738247.0,False
HRE-2024-103,2028-04-01,81312.48,17237.54,98550.02,12721009.46,False
HRE-2024-103,2028-05-01,81202.44,17347.58,98550.02,12703661.88,False
HRE-2024-103,2028-06-01,81091.71,17458.31,98550.02,12686203.57,False
HRE-2024-103,2028-07-01,80980.27,17569.75,98550.02,12668633.82,False
HRE-2024-103,2028-08-01,80868.11,17681.91,98550.02,12650951.91,False
HRE-2024-103,2028-09-01,80755.24,17794.78,98550.02,12633157.13,False
HRE-2024-103,2028-10-01,80641.65,17908.37,98550.02,12615248.76,False
HRE-2024-103,2028-11-01,80527.34,18022.68,98550.02,12597226.08,False
HRE-2024-103,2028-12-01,80412.29,18137.73,98550.02,12579088.35,False
HRE-2024-103,2029-01-01,80296.51,18253.51,98550.02,12560834.84,False
HRE-2024-103,2029-02-01,80180.0,18370.02,98550.02,12542464.82,False
HRE-2024-103,2029-03-01,80062.73,18487.29,98550.02,12523977.53,False
HRE-2024-103,2029-04-01,79944.72,18605.3,98550.02,12505372.23,False
HRE-2024-103,2029-05-01,79825.96,18724.06,98550.02,12486648.17,False
HRE-2024-103,2029-06-01,79706.44,18843.58,98550.02,12467804.59,False
HRE-2024-103,2029-07-01,79586.15,18963.87,98550.02,12448840.72,False
HRE-2024-103,2029-08-01,79465.1,19084.92,98550.02,12429755.8,False
HRE-2024-103,2029-09-01,79343.27,19206.75,98550.02,12410549.05,False
HRE-2024-103,2029-10-01,79220.67,19329.35,98550.02,12391219.7,False
HRE-2024-103,2029-11-01,79097.29,19452.73,98550.02,12371766.97,False
HRE-2024-103,2029-12-01,78973.11,19576.91,98550.02,12352190.06,False
HRE-2024-103,2030-01-01,78848.15,19701.87,98550.02,12332488.19,False
HRE-2024-103,2030-02-01,78722.38,19827.64,98550.02,12312660.55,False
HRE-2024-103,2030-03-01,78595.82,19954.2,98550.02,12292706.35,False
HRE-2024-103,2030-04-01,78468.44,20081.58,98550.02,12272624.77,False
HRE-2024-103,2030-05-01,78340.25,20209.77,98550.02,12252415.0,False
HRE-2024-103,2030-06-01,78211.25,20338.77,98550.02,12232076.23,False
HRE-2024-103,2030-07-01,78081.42,20468.6,98550.02,12211607.63,False
HRE-2024-103,2030-08-01,77950.76,20599.26,98550.02,12191008.37,False
HRE-2024-103,2030-09-01,77819.27,20730.75,98550.02,12170277.62,False
HRE-2024-103,2030-10-01,77686.94,20863.08,98550.02,12149414.54,False
HRE-2024-103,2030-11-01,77553.76,20996.26,98550.02,12128418.28,False
HRE-2024-103,2030-12-01,77419.74,21130.28,98550.02,12107288.0,False
HRE-2024-104,2024-12-01,279174.0,0.0,279174.0,34680000.0,True
HRE-2024-104,2025-01-01,279174.0,27690.06,306864.06,34652309.94,False
HRE-2024-104,2025-02-01,278951.1,27912.96,306864.06,34624396.98,False
HRE-2024-104,2025-03-01,278726.4,28137.66,306864.06,34596259.32,False
HRE-2024-104,2025-04-01,278499.89,28364.17,306864.06,34567895.15,False
HRE-2024-104,2025-05-01,278271.56,28592.5,306864.06,34539302.65,False
HRE-2024-104,2025-06-01,278041.39,28822.67,306864.06,34510479.98,False
HRE-2024-104,2025-07-01,277809.36,29054.7,306864.06,34481425.28,False
HRE-2024-104,2025-08-01,277575.47,29288.59,306864.06,34452136.69,False
HRE-2024-104,2025-09-01,277339.7,29524.36,306864.06,34422612.33,False
HRE-2024-104,2025-10-01,277102.03,29762.03,306864.06,34392850.3,False
HRE-2024-104,2025-11-01,276862.44,30001.62,306864.06,34362848.68,False
HRE-2024-104,2025-12-01,276620.93,30243.13,306864.06,34332605.55,False
HRE-2024-104,2026-01-01,276377.47,30486.59,306864.06,34302118.96,False
HRE-2024-104,2026-02-01,276132.06,30732.0,306864.06,34271386.96,False
HRE-2024-104,2026-03-01,275884.67,30979.39,306864.06,34240407.57,False
HRE-2024-104,2026-04-01,275635.28,31228.78,306864.06,34209178.79,False
HRE-2024-104,2026-05-01,275383.89,31480.17,306864.06,34177698.62,False
HRE-2024-104,2026-06-01,275130.47,31733.59,306864.06,34145965.03,False
HRE-2024-104,2026-07-01,274875.02,31989.04,306864.06,34113975.99,False
HRE-2024-104,2026-08-01,274617.51,32246.55,306864.06,34081729.44,False
HRE-2024-104,2026-09-01,274357.92,32506.14,306864.06,34049223.3,False
HRE-2024-104,2026-10-01,274096.25,32767.81,306864.06,34016455.49,False
HRE-2024-104,2026-11-01,273832.47,33031.59,306864.06,33983423.9,False
HRE-2024-104,2026-12-01,273566.56,33297.5,306864.06,33950126.4,False
HRE-2024-104,2027-01-01,273298.52,33565.54,306864.06,33916560.86,False
HRE-2024-104,2027-02-01,273028.31,33835.75,306864.06,33882725.11,False
HRE-2024-104,2027-03-01,272755.94,34108.12,306864.06,33848616.99,False
HRE-2024-104,2027-04-01,272481.37,34382.69,306864.06,33814234.3,False
HRE-2024-104,2027-05-01,272204.59,34659.47,306864.06,33779574.83,False
HRE-2024-104,2027-06-01,271925.58,34938.48,306864.06,33744636.35,False
HRE-2024-104,2027-07-01,271644.32,35219.74,306864.06,33709416.61,False
HRE-2024-104,2027-08-01,271360.8,35503.26,306864.06,33673913.35,False
HRE-2024-104,2027-09-01,271075.0,35789.06,306864.06,33638124.29,False
HRE-2024-104,2027-10-01,270786.9,36077.16,306864.06,33602047.13,False
HRE-2024-104,2027-11-01,270496.48,36367.58,306864.06,33565679.55,False
HRE-2024-104,2027-12-01,270203.72,36660.34,306864.06,33529019.21,False
HRE-2024-104,2028-01-01,269908.6,36955.46,306864.06,33492063.75,False
HRE-2024-104,2028-02-01,269611.11,37252.95,306864.06,33454810.8,False
HRE-2024-104,2028-03-01,269311.23,37552.83,306864.06,33417257.97,False
HRE-2024-104,2028-04-01,269008.93,37855.13,306864.06,33379402.84,False
HRE-2024-104,2028-05-01,268704.19,38159.87,306864.06,33341242.97,False
HRE-2024-104,2028-06-01,268397.01,38467.05,306864.06,33302775.92,False
HRE-2024-104,2028-07-01,268087.35,38776.71,306864.06,33263999.21,False
HRE-2024-104,2028-08-01,267775.19,39088.87,306864.06,33224910.34,False
HRE-2024-104,2028-09-01,267460.53,39403.53,306864.06,33185506.81,False
HRE-2024-105,2025-03-01,225261.75,0.0,225261.75,28070000.0,True
HRE-2024-105,2025-04-01,225261.75,0.0,225261.75,28070000.0,True
HRE-2024-105,2025-05-01,225261.75,0.0,225261.75,28070000.0,True
HRE-2024-105,2025-06-01,225261.75,0.0,225261.75,28070000.0,True
HRE-2024-105,2025-07-01,225261.75,0.0,225261.75,28070000.0,True
HRE-2024-105,2025-08-01,225261.75,22526.27,247788.02,28047473.73,False
HRE-2024-105,2025-09-01,225080.98,22707.04,247788.02,28024766.69,False
HRE-2024-105,2025-10-01,224898.75,22889.27,247788.02,28001877.42,False
HRE-2024-105,2025-11-01,224715.07,23072.95,247788.02,27978804.47,False
HRE-2024-105,2025-12-01,224529.91,23258.11,247788.02,27955546.36,False
HRE-2024-105,2026-01-01,224343.26,23444.76,247788.02,27932101.6,False
HRE-2024-105,2026-02-01,224155.12,23632.9,247788.02,27908468.7,False
HRE-2024-105,2026-03-01,223965.46,23822.56,247788.02,27884646.14,False
HRE-2024-105,2026-04-01,223774.29,24013.73,247788.02,27860632.41,False
HRE-2024-105,2026-05-01,223581.58,24206.44,247788.02,27836425.97,False
HRE-2024-105,2026-06-01,223387.32,24400.7,247788.02,27812025.27,False
HRE-2024-105,2026-07-01,223191.5,24596.52,247788.02,27787428.75,False
HRE-2024-105,2026-08-01,222994.12,24793.9,247788.02,27762634.85,False
HRE-2024-105,2026-09-01,222795.14,24992.88,247788.02,27737641.97,False
HRE-2024-105,2026-10-01,222594.58,25193.44,247788.02,27712448.53,False
HRE-2024-105,2026-11-01,222392.4,25395.62,247788.02,27687052.91,False
HRE-2024-105,2026-12-01,222188.6,25599.42,247788.02,27661453.49,False
HRE-2024-105,2027-01-01,221983.16,25804.86,247788.02,27635648.63,False
HRE-2024-105,2027-02-01,221776.08,26011.94,247788.02,27609636.69,False
HRE-2024-105,2027-03-01,221567.33,26220.69,247788.02,27583416.0,False
HRE-2024-105,2027-04-01,221356.91,26431.11,247788.02,27556984.89,False
HRE-2024-105,2027-05-01,221144.8,26643.22,247788.02,27530341.67,False
HRE-2024-105,2027-06-01,220930.99,26857.03,247788.02,27503484.64,False
HRE-2024-105,2027-07-01,220715.46,27072.56,247788.02,27476412.08,False
HRE-2024-105,2027-08-01,220498.21,27289.81,247788.02,27449122.27,False
HRE-2024-105,2027-09-01,220279.21,27508.81,247788.02,27421613.46,False
HRE-2024-105,2027-10-01,220058.45,27729.57,247788.02,27393883.89,False
HRE-2024-105,2027-11-01,219835.92,27952.1,247788.02,27365931.79,False
HRE-2024-105,2027-12-01,219611.6,28176.42,247788.02,27337755.37,False
HRE-2024-105,2028-01-01,219385.49,28402.53,247788.02,27309352.84,False
HRE-2024-105,2028-02-01,219157.56,28630.46,247788.02,27280722.38,False
HRE-2024-105,2028-03-01,218927.8,28860.22,247788.02,27251862.16,False
HRE-2024-105,2028-04-01,218696.19,29091.83,247788.02,27222770.33,False
HRE-2024-105,2028-05-01,218462.73,29325.29,247788.02,27193445.04,False
HRE-2024-105,2028-06-01,218227.4,29560.62,247788.02,27163884.42,False
HRE-2024-105,2028-07-01,217990.17,29797.85,247788.02,27134086.57,False
HRE-2024-105,2028-08-01,217751.04,30036.98,247788.02,27104049.59,False
HRE-2024-105,2028-09-01,217510.0,30278.02,247788.02,27073771.57,False
HRE-2024-105,2028-10-01,217267.02,30521.0,247788.02,27043250.57,False
HRE-2024-106,2025-07-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2025-08-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2025-09-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2025-10-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2025-11-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2025-12-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-01-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-02-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-03-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-04-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-05-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-06-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-07-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-08-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-09-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-10-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-11-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2026-12-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-01-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-02-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-03-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-04-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-05-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-06-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-07-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-08-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-09-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-10-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-11-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2027-12-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2028-01-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2028-02-01,402735.67,0.0,402735.67,48280000.0,True
HRE-2024-106,2028-03-01,402735.67,0.0,402735.67,48280000.0,False
HRE-2024-107,2025-06-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2025-07-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2025-08-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2025-09-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2025-10-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2025-11-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2025-12-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-01-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-02-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-03-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-04-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-05-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-06-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-07-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-08-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-09-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-10-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-11-01,86996.0,0.0,86996.0,14560000.0,True
HRE-2024-107,2026-12-01,86996.0,11540.04,98536.04,14548459.96,False
HRE-2024-107,2027-01-01,86927.05,11608.99,98536.04,14536850.97,False
